-2.45,-2.58,0.0
-2.45,-2.4742856,0.0
-2.45,-2.3685715,0.0
-2.45,-2.2628572,0.0
-2.45,-2.1571429,0.0
-2.45,-2.0514286,0.0
-2.45,-1.9457142,0.0
-2.45,-1.84,0.0
-2.45,-1.7342857,0.0
-2.45,-1.6285714,0.0
-2.45,-1.5228572,0.0
-2.45,-1.4171429,0.0
-2.45,-1.3114285,0.0
-2.45,-1.2057143,0.0
-2.45,-1.1,0.0
-2.45,-0.9942857,0.0
-2.45,-0.88857144,0.0
-2.45,-0.7828571,0.0
-2.45,-0.67714286,0.0
-2.45,-0.5714286,0.0
-2.45,-0.46571428,0.0
-2.45,-0.36,0.0
-2.45,-0.25428572,0.0
-2.45,-0.14857143,0.0
-2.45,-0.042857144,0.0
-2.45,0.06285714,0.0
-2.45,0.16857143,0.0
-2.45,0.2742857,0.0
-2.45,0.38,0.0
-2.45,0.4857143,0.0
-2.45,0.5914286,0.0
-2.45,0.69714284,0.0
-2.45,0.80285716,0.0
-2.45,0.9085714,0.0
-2.45,1.0142857,0.0
-2.45,1.12,0.0
-2.45,1.2257143,0.0
-2.45,1.3314285,0.0
-2.45,1.4371428,0.0
-2.45,1.5428572,0.0
-2.45,1.6485714,0.0
-2.45,1.7542857,0.0
-2.45,1.86,0.0
-2.45,1.9657143,0.0
-2.45,2.0714285,0.0
-2.45,2.1771429,0.0
-2.45,2.2828572,0.0
-2.45,2.3885715,0.0
-2.45,2.4942858,0.0
-2.45,2.6,0.0
-2.3506122,-2.58,0.0
-2.3506122,-2.4742856,0.0
-2.3506122,-2.3685715,0.0
-2.3506122,-2.2628572,0.0
-2.3506122,-2.1571429,0.0
-2.3506122,-2.0514286,0.0
-2.3506122,-1.9457142,0.0
-2.3506122,-1.84,0.0
-2.3506122,-1.7342857,0.0
-2.3506122,-1.6285714,0.0
-2.3506122,-1.5228572,0.0
-2.3506122,-1.4171429,0.0
-2.3506122,-1.3114285,0.0
-2.3506122,-1.2057143,0.0
